eng_id;child_item_id;path;chain_sort;sequenceno
MAT100001;MAT000145;->MODMAT000001->MAT000140->MAT003135->MAT004750;3;8
MAT100001;MAT000146;->MODMAT000001->MAT000140->MAT003135->MAT004751;3;4
MAT100001;MAT000147;->MODMAT000001->MAT000140->MAT003135->MAT004752;3;3
MAT100001;MAT000148;->MODMAT000001->MAT000140->MAT003135->MAT004753;3;6
MAT100001;MAT000149;->MODMAT000001->MAT000140->MAT003135->MAT004754;3;5
MAT100001;MAT000150;->MODMAT000001->MAT000140->MAT003135->MAT004755;3;1
MAT100001;MAT000151;->MODMAT000001->MAT000140->MAT003135->MAT004756;3;2
MAT100001;MAT000152;->MODMAT000001->MAT000152;1;1068
MAT100001;MAT000153;->MODMAT000001->MAT000152->MAT003136;2;3
MAT100001;MAT000154;->MODMAT000001->MAT000152->MAT003137;2;2
MAT100001;MAT000155;->MODMAT000001->MAT000152->MAT003138;2;1
MAT100001;MAT000156;->MODMAT000001->MAT000156;1;1042
MAT100001;MAT000157;->MODMAT000001->MAT000157;1;1088
MAT100001;MAT000158;->MODMAT000001->MAT000157->MAT003139;2;1
MAT100001;MAT000159;->MODMAT000001->MAT000157->MAT003140;2;10
MAT100001;MAT000160;->MODMAT000001->MAT000157->MAT003141;2;9
MAT100001;MAT000161;->MODMAT000001->MAT000157->MAT003142;2;8
MAT100001;MAT000162;->MODMAT000001->MAT000157->MAT003143;2;4
MAT100001;MAT000163;->MODMAT000001->MAT000157->MAT003144;2;5
MAT100001;MAT000164;->MODMAT000001->MAT000157->MAT003145;2;7
MAT100001;MAT000165;->MODMAT000001->MAT000157->MAT003146;2;6
MAT100001;MAT000166;->MODMAT000001->MAT000157->MAT003147;2;2
MAT100001;MAT000167;->MODMAT000001->MAT000157->MAT003147->MAT004757;3;1
MAT100001;MAT000168;->MODMAT000001->MAT000157->MAT003148;2;3
MAT100001;MAT000169;->MODMAT000001->MAT000157->MAT003148->MAT004758;3;1
MAT100001;MAT000170;->MODMAT000001->MAT000170;1;1074
MAT100001;MAT000171;->MODMAT000001->MAT000171;1;1076
MAT100001;MAT000172;->MODMAT000001->MAT000172;1;1096
MAT100001;MAT000173;->MODMAT000001->MAT000173;1;1038
MAT100001;MAT000174;->MODMAT000001->MAT000173->MAT003149;2;5
MAT100001;MAT000175;->MODMAT000001->MAT000173->MAT003150;2;8
MAT100001;MAT000176;->MODMAT000001->MAT000173->MAT003150->MAT006191;3;1
MAT100001;MAT000177;->MODMAT000001->MAT000173->MAT003151;2;9
MAT100001;MAT000178;->MODMAT000001->MAT000173->MAT003151->MAT004760;3;1
MAT100001;MAT000179;->MODMAT000001->MAT000173->MAT004766;2;13
MAT100001;MAT000180;->MODMAT000001->MAT000173->MAT004766->MAT006169;3;1
MAT100001;MAT000181;->MODMAT000001->MAT000173->MAT004767;2;14
MAT100001;MAT000180;->MODMAT000001->MAT000173->MAT004767->MAT006169;3;1
MAT100001;MAT000182;->MODMAT000001->MAT000173->MAT005903;2;12
MAT100001;MAT000183;->MODMAT000001->MAT000173->MAT005903->MAT006186;3;1
MAT100001;MAT000184;->MODMAT000001->MAT000173->MAT003155;2;15
MAT100001;MAT000185;->MODMAT000001->MAT000173->MAT003155->MAT004763;3;1
MAT100001;MAT000186;->MODMAT000001->MAT000173->MAT003156;2;6
MAT100001;MAT000187;->MODMAT000001->MAT000173->MAT003156->MAT004764;3;1
MAT100001;MAT000188;->MODMAT000001->MAT000173->MAT003157;2;10
MAT100001;MAT000189;->MODMAT000001->MAT000173->MAT003157->MAT004765;3;1
MAT100001;MAT000190;->MODMAT000001->MAT000173->MAT003157->MAT004765->MAT005789;4;1
MAT100001;MAT000179;->MODMAT000001->MAT000173->MAT003157->MAT004766;3;2
MAT100001;MAT000180;->MODMAT000001->MAT000173->MAT003157->MAT004766->MAT006169;4;1
MAT100001;MAT000181;->MODMAT000001->MAT000173->MAT003157->MAT004767;3;3
MAT100001;MAT000180;->MODMAT000001->MAT000173->MAT003157->MAT004767->MAT006169;4;1
MAT100001;MAT000191;->MODMAT000001->MAT000173->MAT003157->MAT004768;3;4
MAT100001;MAT000192;->MODMAT000001->MAT000173->MAT003157->MAT004768->MAT005791;4;1
MAT100001;MAT000193;->MODMAT000001->MAT000173->MAT003158;2;11
MAT100001;MAT000194;->MODMAT000001->MAT000173->MAT003158->MAT004769;3;1
MAT100001;MAT000190;->MODMAT000001->MAT000173->MAT003158->MAT004769->MAT005789;4;1
MAT100001;MAT000179;->MODMAT000001->MAT000173->MAT003158->MAT004766;3;2
MAT100001;MAT000180;->MODMAT000001->MAT000173->MAT003158->MAT004766->MAT006169;4;1
MAT100001;MAT000181;->MODMAT000001->MAT000173->MAT003158->MAT004767;3;3
MAT100001;MAT000180;->MODMAT000001->MAT000173->MAT003158->MAT004767->MAT006169;4;1
MAT100001;MAT000191;->MODMAT000001->MAT000173->MAT003158->MAT004768;3;4
MAT100001;MAT000192;->MODMAT000001->MAT000173->MAT003158->MAT004768->MAT005791;4;1
MAT100001;MAT000195;->MODMAT000001->MAT000173->MAT003159;2;16
MAT100001;MAT000196;->MODMAT000001->MAT000173->MAT003160;2;17
MAT100001;MAT000197;->MODMAT000001->MAT000173->MAT003161;2;18
MAT100001;MAT000198;->MODMAT000001->MAT000173->MAT003162;2;7
MAT100001;MAT000199;->MODMAT000001->MAT000173->MAT003163;2;3
MAT100001;MAT000200;->MODMAT000001->MAT000200;1;1108
MAT100001;MAT000201;->MODMAT000001->MAT000200->MAT003164;2;4
MAT100001;MAT000202;->MODMAT000001->MAT000200->MAT003164->MAT004770;3;1
MAT100001;MAT000203;->MODMAT000001->MAT000200->MAT003165;2;6
MAT100001;MAT000204;->MODMAT000001->MAT000200->MAT003166;2;7
MAT100001;MAT000205;->MODMAT000001->MAT000200->MAT003167;2;5
MAT100001;MAT000206;->MODMAT000001->MAT000200->MAT003168;2;3
MAT100001;MAT000207;->MODMAT000001->MAT000200->MAT003168->MAT006173;3;1
MAT100001;MAT000208;->MODMAT000001->MAT000200->MAT003169;2;1
MAT100001;MAT000209;->MODMAT000001->MAT000200->MAT003169->MAT004772;3;1
MAT100001;MAT000210;->MODMAT000001->MAT000200->MAT003170;2;2
MAT100001;MAT000207;->MODMAT000001->MAT000200->MAT003170->MAT006173;3;1
MAT100001;MAT000211;->MODMAT000001->MAT000211;1;1112
MAT100001;MAT000212;->MODMAT000001->MAT000211->MAT003171;2;13
MAT100001;MAT000213;->MODMAT000001->MAT000211->MAT003172;2;10
MAT100001;MAT000214;->MODMAT000001->MAT000211->MAT003173;2;11
MAT100001;MAT000059;->MODMAT000001->MAT000211->MAT003174;2;12
MAT100001;MAT000216;->MODMAT000001->MAT000211->MAT003175;2;9
MAT100001;MAT000217;->MODMAT000001->MAT000211->MAT005001;2;14
MAT100001;MAT000218;->MODMAT000001->MAT000211->MAT003177;2;18
MAT100001;MAT000219;->MODMAT000001->MAT000211->MAT003178;2;7
MAT100001;MAT000220;->MODMAT000001->MAT000211->MAT003179;2;19
MAT100001;MAT000221;->MODMAT000001->MAT000211->MAT003180;2;20
MAT100001;MAT000222;->MODMAT000001->MAT000211->MAT003181;2;2
MAT100001;MAT000223;->MODMAT000001->MAT000211->MAT003181->MAT004773;3;1
MAT100001;MAT000224;->MODMAT000001->MAT000211->MAT003182;2;3
MAT100001;MAT000225;->MODMAT000001->MAT000211->MAT003182->MAT004774;3;1
MAT100001;MAT000226;->MODMAT000001->MAT000211->MAT003183;2;16
MAT100001;MAT000227;->MODMAT000001->MAT000211->MAT003184;2;15
MAT100001;MAT000228;->MODMAT000001->MAT000211->MAT003185;2;1
MAT100001;MAT000229;->MODMAT000001->MAT000211->MAT003185->MAT004775;3;5
MAT100001;MAT000230;->MODMAT000001->MAT000211->MAT003185->MAT004775->MAT005792;4;1
MAT100001;MAT000231;->MODMAT000001->MAT000211->MAT003185->MAT004776;3;6
MAT100001;MAT000232;->MODMAT000001->MAT000211->MAT003185->MAT004777;3;10
MAT100001;MAT000233;->MODMAT000001->MAT000211->MAT003185->MAT004778;3;9
MAT100001;MAT000234;->MODMAT000001->MAT000211->MAT003185->MAT004779;3;8
MAT100001;MAT000235;->MODMAT000001->MAT000211->MAT003185->MAT004780;3;7
MAT100001;MAT000236;->MODMAT000001->MAT000211->MAT003185->MAT004781;3;11
MAT100001;MAT000237;->MODMAT000001->MAT000211->MAT003185->MAT004782;3;12
MAT100001;MAT000238;->MODMAT000001->MAT000211->MAT003185->MAT004783;3;3
MAT100001;MAT000239;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005793;4;2
MAT100001;MAT000240;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005794;4;6
MAT100001;MAT000241;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005795;4;5
MAT100001;MAT000242;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005796;4;1
MAT100001;MAT000243;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005796->MAT006162;5;1
MAT100001;MAT000244;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005797;4;4
MAT100001;MAT000245;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005797->MAT006163;5;1
MAT100001;MAT000246;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005798;4;3
MAT100001;MAT000247;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005798->MAT006164;5;1
MAT100001;MAT000248;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005798->MAT006164->MAT006236;6;1
MAT100001;MAT000249;->MODMAT000001->MAT000211->MAT003185->MAT004783->MAT005798->MAT006165;5;2
MAT100001;MAT000250;->MODMAT000001->MAT000211->MAT003185->MAT004784;3;2
MAT100001;MAT000251;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005799;4;2
MAT100001;MAT000252;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005799->MAT006166;5;1
MAT100001;MAT000253;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005800;4;4
MAT100001;MAT000254;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005800->MAT006167;5;1
MAT100001;MAT000240;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005794;4;8
MAT100001;MAT000241;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005795;4;7
MAT100001;MAT000244;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005797;4;6
MAT100001;MAT000245;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005797->MAT006163;5;1
MAT100001;MAT000246;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005798;4;5
MAT100001;MAT000247;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005798->MAT006164;5;1
MAT100001;MAT000248;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005798->MAT006164->MAT006236;6;1
MAT100001;MAT000249;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005798->MAT006165;5;2
MAT100001;MAT000255;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005801;4;1
MAT100001;MAT000243;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005801->MAT006162;5;1
MAT100001;MAT000256;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005802;4;3
MAT100001;MAT000257;->MODMAT000001->MAT000211->MAT003185->MAT004784->MAT005802->MAT006168;5;1
MAT100001;MAT000258;->MODMAT000001->MAT000211->MAT003185->MAT004785;3;4
MAT100001;MAT000240;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005794;4;6
MAT100001;MAT000241;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005795;4;5
MAT100001;MAT000244;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005797;4;4
MAT100001;MAT000245;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005797->MAT006163;5;1
MAT100001;MAT000246;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005798;4;3
MAT100001;MAT000247;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005798->MAT006164;5;1
MAT100001;MAT000248;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005798->MAT006164->MAT006236;6;1
MAT100001;MAT000249;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005798->MAT006165;5;2
MAT100001;MAT000259;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005803;4;1
MAT100001;MAT000243;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005803->MAT006162;5;1
MAT100001;MAT000260;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005804;4;2
MAT100001;MAT000180;->MODMAT000001->MAT000211->MAT003185->MAT004785->MAT005804->MAT006169;5;1
MAT100001;MAT000261;->MODMAT000001->MAT000211->MAT003185->MAT004786;3;1
MAT100001;MAT000262;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005805;4;2
MAT100001;MAT000263;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005806;4;9
MAT100001;MAT000264;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005807;4;8
MAT100001;MAT000265;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005808;4;7
MAT100001;MAT000082;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005809;4;6
MAT100001;MAT000267;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005810;4;3
MAT100001;MAT000268;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005811;4;4
MAT100001;MAT000269;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005812;4;5
MAT100001;MAT000270;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005813;4;1
MAT100001;MAT000271;->MODMAT000001->MAT000211->MAT003185->MAT004786->MAT005813->MAT006170;5;1
MAT100001;MAT000272;->MODMAT000001->MAT000211->MAT003185->MAT004787;3;13
MAT100001;MAT000273;->MODMAT000001->MAT000211->MAT003186;2;6
MAT100001;MAT000274;->MODMAT000001->MAT000211->MAT003186->MAT004788;3;1
MAT100001;MAT000275;->MODMAT000001->MAT000211->MAT003187;2;5
MAT100001;MAT000276;->MODMAT000001->MAT000211->MAT003187->MAT004789;3;1
MAT100001;MAT000277;->MODMAT000001->MAT000211->MAT003188;2;8
MAT100001;MAT000278;->MODMAT000001->MAT000211->MAT003188->MAT004790;3;1
MAT100001;MAT000279;->MODMAT000001->MAT000211->MAT003189;2;4
MAT100001;MAT000280;->MODMAT000001->MAT000211->MAT003189->MAT004791;3;3
MAT100001;MAT000281;->MODMAT000001->MAT000211->MAT003189->MAT004792;3;2
MAT100001;MAT000282;->MODMAT000001->MAT000211->MAT003189->MAT004793;3;1
MAT100001;MAT000283;->MODMAT000001->MAT000211->MAT003189->MAT004793->MAT005814;4;1
MAT100001;MAT000284;->MODMAT000001->MAT000284;1;1120
MAT100001;MAT000285;->MODMAT000001->MAT000284->MAT005247;2;3
MAT100001;MAT000286;->MODMAT000001->MAT000284->MAT003191;2;2
MAT100001;MAT000287;->MODMAT000001->MAT000284->MAT003192;2;1
MAT100001;MAT000288;->MODMAT000001->MAT000284->MAT003192->MAT004794;3;1
MAT100001;MAT000289;->MODMAT000001->MAT000284->MAT003192->MAT004794->MAT005815;4;1
MAT100001;MAT000290;->MODMAT000001->MAT000284->MAT003192->MAT004795;3;3
MAT100001;MAT000289;->MODMAT000001->MAT000284->MAT003192->MAT004795->MAT005815;4;1
MAT100001;MAT000291;->MODMAT000001->MAT000284->MAT003192->MAT004796;3;4
MAT100001;MAT000289;->MODMAT000001->MAT000284->MAT003192->MAT004796->MAT005815;4;1
MAT100001;MAT000292;->MODMAT000001->MAT000284->MAT003192->MAT004797;3;2
MAT100001;MAT000289;->MODMAT000001->MAT000284->MAT003192->MAT004797->MAT005815;4;1
MAT100001;MAT000293;->MODMAT000001->MAT000293;1;1070
MAT100001;MAT000294;->MODMAT000001->MAT000293->MAT003193;2;2
MAT100001;MAT000102;->MODMAT000001->MAT000293->MAT003193->MAT006229;3;1
MAT100001;MAT000296;->MODMAT000001->MAT000293->MAT003194;2;4
MAT100001;MAT000297;->MODMAT000001->MAT000293->MAT003194->MAT006113;3;1
MAT100001;MAT000298;->MODMAT000001->MAT000293->MAT003195;2;10
MAT100001;MAT000299;->MODMAT000001->MAT000293->MAT003196;2;25
MAT100001;MAT000300;->MODMAT000001->MAT000293->MAT003197;2;7
MAT100001;MAT000301;->MODMAT000001->MAT000293->MAT003198;2;13
MAT100001;MAT000302;->MODMAT000001->MAT000293->MAT003199;2;9
MAT100001;MAT000055;->MODMAT000001->MAT000293->MAT005336;2;12
MAT100001;MAT000264;->MODMAT000001->MAT000293->MAT005807;2;16
MAT100001;MAT000304;->MODMAT000001->MAT000293->MAT003202;2;17
MAT100001;MAT000305;->MODMAT000001->MAT000293->MAT003203;2;15
MAT100001;MAT000306;->MODMAT000001->MAT000293->MAT005834;2;11
MAT100001;MAT000307;->MODMAT000001->MAT000293->MAT003205;2;23
MAT100001;MAT000308;->MODMAT000001->MAT000293->MAT003206;2;19
MAT100001;MAT000309;->MODMAT000001->MAT000293->MAT003207;2;18
MAT100001;MAT000058;->MODMAT000001->MAT000293->MAT005353;2;20
MAT100001;MAT000311;->MODMAT000001->MAT000293->MAT003209;2;21
MAT100001;MAT000312;->MODMAT000001->MAT000293->MAT003210;2;22
MAT100001;MAT000313;->MODMAT000001->MAT000293->MAT003211;2;8
MAT100001;MAT000314;->MODMAT000001->MAT000293->MAT003211->MAT005975;3;1
MAT100001;MAT000315;->MODMAT000001->MAT000293->MAT003212;2;24
MAT100001;MAT000316;->MODMAT000001->MAT000293->MAT003212->MAT004801;3;2
MAT100001;MAT000317;->MODMAT000001->MAT000293->MAT003212->MAT004801->MAT005816;4;1
MAT100001;MAT000318;->MODMAT000001->MAT000293->MAT003212->MAT004802;3;5
MAT100001;MAT000319;->MODMAT000001->MAT000293->MAT003212->MAT004803;3;4
MAT100001;MAT000320;->MODMAT000001->MAT000293->MAT003212->MAT004804;3;3
MAT100001;MAT000321;->MODMAT000001->MAT000293->MAT003212->MAT004804->MAT005817;4;1
MAT100001;MAT000322;->MODMAT000001->MAT000293->MAT003212->MAT004805;3;1
MAT100001;MAT000323;->MODMAT000001->MAT000293->MAT003212->MAT004805->MAT005818;4;1
MAT100001;MAT000324;->MODMAT000001->MAT000293->MAT003212->MAT004805->MAT005818->MAT006171;5;1
MAT100001;MAT000325;->MODMAT000001->MAT000293->MAT003213;2;6
MAT100001;MAT000207;->MODMAT000001->MAT000293->MAT003213->MAT006173;3;1
MAT100001;MAT000326;->MODMAT000001->MAT000293->MAT003214;2;1
MAT100001;MAT000327;->MODMAT000001->MAT000293->MAT003214->MAT004806;3;5
MAT100001;MAT000328;->MODMAT000001->MAT000293->MAT003214->MAT004806->MAT005819;4;1
MAT100001;MAT000329;->MODMAT000001->MAT000293->MAT003214->MAT004807;3;7
MAT100001;MAT000330;->MODMAT000001->MAT000293->MAT003214->MAT004807->MAT005820;4;1
MAT100001;MAT000331;->MODMAT000001->MAT000293->MAT003214->MAT004808;3;8
MAT100001;MAT000332;->MODMAT000001->MAT000293->MAT003214->MAT004808->MAT005821;4;1
MAT100001;MAT000333;->MODMAT000001->MAT000293->MAT003214->MAT004809;3;4
MAT100001;MAT000334;->MODMAT000001->MAT000293->MAT003214->MAT004809->MAT005822;4;4000
MAT100001;MAT000335;->MODMAT000001->MAT000293->MAT003214->MAT005830;3;14
MAT100001;MAT000336;->MODMAT000001->MAT000293->MAT003214->MAT004811;3;13
MAT100001;MAT000337;->MODMAT000001->MAT000293->MAT003214->MAT005835;3;11
MAT100001;MAT000338;->MODMAT000001->MAT000293->MAT003214->MAT004813;3;6
MAT100001;MAT000339;->MODMAT000001->MAT000293->MAT003214->MAT004813->MAT005823;4;1
MAT100001;MAT000340;->MODMAT000001->MAT000293->MAT003214->MAT004814;3;9
MAT100001;MAT000332;->MODMAT000001->MAT000293->MAT003214->MAT004814->MAT005821;4;1
MAT100001;MAT000341;->MODMAT000001->MAT000293->MAT003214->MAT004815;3;10
MAT100001;MAT000342;->MODMAT000001->MAT000293->MAT003214->MAT004815->MAT005824;4;1
MAT100001;MAT000343;->MODMAT000001->MAT000293->MAT003214->MAT004816;3;1
MAT100001;MAT000344;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005825;4;7
MAT100001;MAT000345;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005825->MAT006172;5;1
MAT100001;MAT000346;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005826;4;2
MAT100001;MAT000207;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005826->MAT006173;5;1
MAT100001;MAT000347;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005827;4;15
MAT100001;MAT000348;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005828;4;9
MAT100001;MAT000007;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005829;4;10
MAT100001;MAT000335;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005830;4;17
MAT100001;MAT000350;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005831;4;14
MAT100001;MAT000351;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005832;4;3
MAT100001;MAT000352;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005833;4;8
MAT100001;MAT000306;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005834;4;11
MAT100001;MAT000337;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005835;4;16
MAT100001;MAT000268;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005811;4;4
MAT100001;MAT000353;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005836;4;19
MAT100001;MAT000354;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005837;4;5
MAT100001;MAT000355;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005838;4;12
MAT100001;MAT000356;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005838->MAT006174;5;1
MAT100001;MAT000357;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005839;4;13
MAT100001;MAT000358;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005839->MAT006175;5;1
MAT100001;MAT000359;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005840;4;6
MAT100001;MAT000360;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005841;4;1
MAT100001;MAT000361;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005841->MAT006176;5;1
MAT100001;MAT000362;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005842;4;18
MAT100001;MAT000363;->MODMAT000001->MAT000293->MAT003214->MAT004816->MAT005842->MAT006177;5;1
MAT100001;MAT000364;->MODMAT000001->MAT000293->MAT003214->MAT004817;3;2
MAT100001;MAT000365;->MODMAT000001->MAT000293->MAT003214->MAT004818;3;3
MAT100001;MAT000366;->MODMAT000001->MAT000293->MAT003215;2;3
MAT100001;MAT000367;->MODMAT000001->MAT000293->MAT003215->MAT006141;3;1
MAT100001;MAT000368;->MODMAT000001->MAT000293->MAT003216;2;5
MAT100001;MAT000063;->MODMAT000001->MAT000293->MAT003216->MAT006215;3;1
MAT100001;MAT000370;->MODMAT000001->MAT000370;1;1102
MAT100001;MAT000371;->MODMAT000001->MAT000370->MAT003217;2;6
MAT100001;MAT000372;->MODMAT000001->MAT000370->MAT003218;2;7
MAT100001;MAT000373;->MODMAT000001->MAT000370->MAT003219;2;9
MAT100001;MAT000374;->MODMAT000001->MAT000370->MAT003220;2;1
MAT100001;MAT000375;->MODMAT000001->MAT000370->MAT003221;2;2
MAT100001;MAT000376;->MODMAT000001->MAT000370->MAT003222;2;4
MAT100001;MAT000377;->MODMAT000001->MAT000370->MAT003223;2;5
MAT100001;MAT000378;->MODMAT000001->MAT000370->MAT003224;2;3
MAT100001;MAT000379;->MODMAT000001->MAT000370->MAT003225;2;8
MAT100001;MAT000380;->MODMAT000001->MAT000380;1;1104
MAT100001;MAT000381;->MODMAT000001->MAT000380->MAT003226;2;4
MAT100001;MAT000382;->MODMAT000001->MAT000380->MAT003226->MAT006190;3;1
MAT100001;MAT000383;->MODMAT000001->MAT000380->MAT003227;2;5
MAT100001;MAT000384;->MODMAT000001->MAT000380->MAT003227->MAT006187;3;1
MAT100001;MAT000371;->MODMAT000001->MAT000380->MAT003217;2;9
MAT100001;MAT000385;->MODMAT000001->MAT000380->MAT003228;2;2
MAT100001;MAT000386;->MODMAT000001->MAT000380->MAT003228->MAT004823;3;1
MAT100001;MAT000372;->MODMAT000001->MAT000380->MAT003218;2;10
MAT100001;MAT000373;->MODMAT000001->MAT000380->MAT003219;2;16
MAT100001;MAT000387;->MODMAT000001->MAT000380->MAT003229;2;22
MAT100001;MAT000055;->MODMAT000001->MAT000380->MAT005336;2;17
MAT100001;MAT000388;->MODMAT000001->MAT000380->MAT003230;2;11
MAT100001;MAT000389;->MODMAT000001->MAT000380->MAT003231;2;12
MAT100001;MAT000390;->MODMAT000001->MAT000380->MAT003232;2;13
MAT100001;MAT000391;->MODMAT000001->MAT000380->MAT003233;2;18
MAT100001;MAT000392;->MODMAT000001->MAT000380->MAT003234;2;14
MAT100001;MAT000393;->MODMAT000001->MAT000380->MAT003235;2;1
